filename,version,extracted_text,confidence
3_original.jpg,original,"Ingredients: Water,  INFORMATION NUTRITIONAL Liquid Glucose, Br Bro Values) (Approximate) Wheat Flour am Kernel O Cah Nuts, Cocoa Power, Mae  Serving per Pack: Serving Raising Agent NS 500 ).Coa Size: 569 1 Nos. Solids Cocoa Bowi Cub  Cocoa Solids, Humectant (NS 422) Per 100g % RDA' Wheal Starch. Sweetened Condensed 265.5 kcal 7.4 Milk, Coconut Ol, Palmolein O Lud Energy Glucose, Sat) Emulsifiers& Stabis 5.3g 5.5 Protein NS4 INS4, INS ,   Food Color NS 150d) Ari 30.7g Carbohydrate Chocolate Brownie) Flavouning Subst GL 27.3g Allergen Information: Contains HAA Total Sugars Milk, Wheat &Nuts. May Contains Soy RE Added Sugar 19.4g 21.7 Sicng n Total Fat 13.5g 11.3 pack according tocal waste d Saturated Fat 8.2g 20.6 Trans Fat 0.01g 0.28 PP KEEP YOUR CITTYCLEAN Cholesterol 32 mg KEEP FROZEN. STORE Sodium 62 mg AT -18°C OR BELOW 1.7 #Per serve contribution to Net Quantity: 56 g/100 mL Recommended Dietary Allowance For MRP () ncl. ofal es) (RDA) calculated on the basis of Unit Sale Price: () Mg. Date 2000 kcal Energy. Your daily values may be higher r lower depending Use by Date and Lot. No: on your calorie needs. (See on Lid/Tub)",0.9029
3_threshold.jpg,threshold,"ngredleate a  So S NUTAITIONAL INFORMATION Lud Glucos t Bo (Approximale Values) Wheat Fiour, Palm Kenel O Ca Nuts, Cocoa Powde, Matodedrin S Serving per Pack: Raising Apent NS 500 o Serrti S : 5 1 NNos. Sotids, Coca Browmie Cabes Supa Cocoa Solids, Humectant ps 2 Per 100g% ADA Wheat Starch, Sunciened Condensad 265.5 lcal 74 Mi Cocont O Palmotein a  Eaergy Glucose. Satj. Emusiers& Sabis Proleth 5.30 5.51 NS A77, NS 471. MS 412 S4 ood Coos 0 A Cartotydiat 30.79 o havouring lotal Sugars 27.3 g Alier C LAdded Supar 19.491 21.7 May Contains sering and dicnose ota 13.5 111.3 [ Shirated Fal 8.2g 20.6 Tris Ffal (0.019 [0.28 Chrdleser 32 mg KEEP FROZEN: STORE Sodium 62 mg1.7 AT S18:C OR BELOW  Net Cuantity:56y100d (Per serve contribution to > $ Recommended Dietary Allowance For Me) (inc da Ls! R calculated on the basis of Unit Sale Price. () Mig Da 2000 ca Energy Your daily values hogher or ower depending Use by Date and Lol os mnyour calone needs (See on Lidb) 11 V  1",0.755
4_enhanced.jpg,enhanced,"sontactared by PROD CHEAMLINE DAIRY LTD., PASIEURIZED TONED M Ingredients: Milk solids. Lic. No. 1001404700 (U] Sy. Na. Vitamin A (Retinyl palmitate), Vitamin D2 (Ergocatciferot) Coni 3.0%m, 8.5%  [C] Sy. Nia. TU0U6 Lic. No. 100120420 Nutritional Information % RDA per 100ml per serve ON S(H) 58.6 kcal 1.5% Lic. No. 1001204 Energy 3.0g 2.8% of 200Okcal energy for avorags adult par day (8] Sy. No. 795 & 797, KN% Protein 4.9g Chittoar Bstrid Andins Pah Carbohydrate Total Sugars 4.9g 0.0% Lic. No. 1001204400 Added Sugars 0.0 g 2.2% (S) Sy. Nin. 34, Bata 3.0 g Total Fat 2.1g 4.8% Saturated Fat Lic. No. 10019044 Below 0.05 g 0.0% Trans Fat (K) Sy. N. 50, 51, 52,54 ) Mn Cholesterol 7.1 mg . 1.0% saeg 40.6 mg Lic. No. 1001704 Sodium 1.8% aD Added Vitamin A 36 ug RE* U0 S (N) Katial Hig A 2.2% PASE Tehesil-Kampten, Shanidrr thad AddedVitamin D2 0.65 μg B Lic. No. 100200220 Serving Size: 50 ml per serve  Sy. Ne B Ceb t m r of servings See the side panel  Egoy Allergen: Contans Milk Lic. No. 1001904302 Retinol Equivalent Sy. No. 319 & 328/2P STORE UNDER REFRIGERATION LESS THAN 5'C Prakasan Dasbed Pat Marketed by: CREAMLINE DAIRY PRODUCTS LTD., Lic. No. 1001204400 Regd. Omice: H.No. 6-3-1238/B/21, Asif Avenue. Sajguda, Hyderabad, Telangana 500082 (V) 1/248, Thecartope lod fssai Lic. No. 100170420 Lic. No. 10014047000274 Tric-in    TIO Max 1241602800 CREAMLINE DAIRY PRODUCTS LTD. Lic. No.  pe  c For Manufacturing t TOLL FREE NO.: 1800 425 5868 Email:customercare.cdplgodrejcdpl.com Website: www.godrejjersey.com Batch No. & Use By Date See the side panel BRAND NAME AND Copyright and All Rights Ras ProdactsLi initos RICHS ONL UE NATURE OF THE PRODUCT. by Creanline Dairy DOES NOT REPRE vro",0.8547
4_gray.jpg,gray,"ectured by PROD LTD., Ingredients: Milk solids. () Sy. Man.547 No.1001404700 Vitamin A (Retinyl palmitate). Vitamin D2 (Ergocateiferot) LiC. Coa: 3.0%, 8.5%  [C) Sy. Ha. Lic. No. 100120420 Nutritional Information % RDA per 100ml per serve (A) Mod ""I2 oN As (H) 1.5% Lic. No. 10012044 ma Pn 58.6 kcal Energy 3.0 g 2.8% basks of 200Olkcal energy for average adult par day (] Sy. No.795 &79 K Protein Opp. Spiming Mil, Ramalrishapucan Hc 4.9 g . Chittor Bstrid Andrs Po Carbohydrate 4.9 g Total Sugars Lic. No. 1001204400 0.0 g 0.0% Added Sugars 2.2% (S) Sy. Nin. 34, Bata) Total Fat 3.0 g 4.8%  Saturated Fat 2.1g Lic. No.10019049 Below 0.05 g 0.0% Trans Fat (K) Sy. No. 50, 51, 52,54 () Kd Cholesterol 7.1 mg - Shamoerpet Manda Mebte 40.6 mg 1.0% Lic. No. 1001704 Sodium calculation is on the b Added Vitamin A 36 ug RE** 1.8% (N) Katial Highn Appraximate values 2.2% Tehsil-Kampten, Shanter ihol Dh Added Vitamin D2 0.65 ug Lic. No. 100200220 Seving Size: 50 l per serve MSy Nis B Crbp t  Nber of servings: See the side panel HA Mandy Dtid Fanti FAlleren: Contains Milk Lic. No. 10019043002 Retinol Equivalent Sy. No. 319 & 32/P STORE UNDER REFRIGERATION LESS THAN 5'C Prakasan Bisbied Ad Pait Marketed by: CREAMLINE DAIRY PRODUCTS LTD., Lic. No. 1001204400 Regd. Ofice: H.No. 6-3-1238/B/21, Asif Avenue, Somajiguda, Hyderabad, Telangana 500082 (V) 1/248. Thaartugpe  fssai Lic. No. 1001704200 Lic. No.10014047000274 (T) VARSHAN DIY PROUT) Trichy- Dindigul N Samthin P0. Bleck Tinuhit  OF CNSUER CPATS  SUGGSTIOS AT 1241602800 CREAMLINE DAIRY PRODUCTS LTD., Lic. No. Fess plea rMaet y eclaation TOLL FREE NO.: 1800 425 5868 Lic. No. see the Email:customercare.cdpl@godrejcdpl.com 8119 0601641812 f ath NoU By D Se    All Rights REsh BRAND NAME AND Copyrighit N and Limiton RICHIS ONLY UE NATURE OF THE PRODUCT. Dy Creantine Dairy DOES NOT REPRL",0.8609
4_original.jpg,original,"PROD CREAMLINE DAIRY LTD., PASTEUNIZED TONED MIUK Ingredients: Milk solids. () Sy. Ma.547 No.1001404700 Vitamin A (Retinyl palmitate). Vitamin D (Ergocateifero) Lic. Con 3.0%, 8.5% S [C) Sy. Nin Lic. No. 100120420 Nutritional Information % RDA per 100ml per serve (H) Sy. No. 21. Epora (V). West Godwarl 58.6 kcal 1.5% Lic. No. 10012044 Energy 3.0 g 2.8% basis of 2000kcal energy for avorago adult par day (] Sy. No.795 &79 K Protein Opp. Spiming Mill, Rmalrish 4.9 g - ChittorBtid Jads Po Carbohydrate 4.9 g Total Sugars Lic. No. 1001204400 0.0 g 0.0% Added Sugars 2.2% (S) Sy. Nin. 34, Bata Total Fat 3.0 g 4.8% VaaMhogat Saturated Fat 2.1g Lic. No.10019044 Below 0.05 g 0.0% Trans Fat (K) Sy. No. 50, 5T, 52,54 Cholesterol 7.1 mg . Shamoerpet Manda Meh 40.6 mg 1.0% Lic. No. 1001704 Sodium calculation is on the b Added Vitamin A 36 ug RE** 1.8% (N) Katial Figh    Approximate values 2.2% Tehi-Kampn Sha Added Vitamin D2 0.65 μg Lic. No. 100200220 Serving Size: 50 l per serve (M) Sy No 8 Cb t   ofservings See the side panel ROA Mandya Dtiet Ramai  FAlleren: Contains Milk Lic. No. 10019043002 Retinol Equivalent Sy. No. 319 & 328/2 P STORE UNDER REFRIGERATION LESS THAN 5'C Prakasan Bisbied Adh Pait Marketed by: CREAMLINE DAIRY PRODUCTS LTD., Lic. No. 1001204400 Regd. Ofice: H.No. 6-3-1238/B/21, Asif Avenue. Somajiguda, Hyderabad, Telangana 500082 (V) 1/248. Thaartugpe  fssai Lic. No. 1001704200 Lic. No.10014047000274 Tricly- Dndigal Sarthian 0, IN CASE OF CONSUMER COMPLAINTS OR SUGGESTIONS, CONTACT: Maxapparal Bleck Tinchit 1241602800 Lic. No. CREAMLINE DAIRY PRODUCTS LTD.  p Ma ycn For Manufacturing uit  TOLL FREE NO.: 1800 425 5868 Email:customercare.cdpl@godrejcdpl.com Website: www.godrejjersey.com   8190601641812  BRAND NAME AND Copyright and All Rights has Dairy Prodacts inito RIGHIS ONLY UE NATURE OF THE PRODUCT. By Creantine DOES NOT REPRE",0.8696
4_threshold.jpg,threshold," PROD OVAMLINE DAIRY LID. rasttoeuse: Fwnt"" "" Angroofrowtor Mtrh Lc. No. 100140470c Yitomin a (Rotimyl gehmitates, Vitamie Ds (trg :3.0%fx minimmn. 8.5SNF mhimm Condsins: Lic. No. 100127 Nutritional infarmation % RDA per 100ml por Sn ve himrim → 1.5% Lic. No. 1001204 58.6 kcal Emergy 3.0  2.8% Pruttin 4.95 Carbekydrata P 4.91 Lic. No. 10012044 Tstal Sugars 0.0  0.0% Added Sugars 3.0 22% Tkal Fat 2.1  4.8% Lic. No.1001904 Ssturatod Fat Below 0.05 0.0% Trams Fat Cheles!oral 7.1  1.0% Lic. No. 100170 40.6 mg Sofam Iddod Yitamin A 36 pg RE** 1.8% LAod Fiamin D2 0.65 pp 2.2% Lic. No. 100200220 Sirng Sire: 50 ml pet sarve er of servings See the side panel Lic. No. 100190 erpea: Coetatms Milk atimal Equirabent Dimmext: STORE WNDER REFRIGERATION LESS THAN S""C WNy CREAMLINE DAIRY PRODUCTS LTO. Lic. No. 1001204 ed Oticx: H.No. 6-3-1238/B/21, Asif Avenus, Smaligeda Hyderabad, Telangana 500082 Essat Lic. No. 10017042 Lic. No. 10014047000274 CAS O CNSAMER COAUPLANTS OR SUGGESTIONS, CONTACT: Lic. No. 1241602.. CREAMLINE DAIRY PRODUCTS LTD.,  pe erMareted y decaaton For Manutacturity  TOLL FREE NO.: 1800 425 5868 Lic. Ne. see the lirst atptak Inail:cnstanertare.codpl@godrejcdpl.com Wehsite: www godrejfersey com    y  81906016 WE MAUNE on WE PRQDLCt",0.8302
5_enhanced.jpg,enhanced,"PRESS TO OPEN Cadbury  Bournville Cadbury Bournville  a treat for your senses NUTRITION INFORMATION SUPPORTS COCOA LIFE  HELPS SUSTAIMABLY Serving size:20 g; No. of servings per package: 3.5 %RDA SOURCED Per 100 g COCOA FARMERS GET THE MOST per serve 533 5% Values FROM THEIR COCOA TREES Energy kcal 6.4 Protein g THROUGH ENVIRONMENTALLY 56.8 Carbohydrate g 44.2 C FRIENDLY FARMING Total Sugars g 37.2 15% Added Sugars g 32.8 10% Total Fat g 18% WWW.COCOALIFE.ORG SE 19.9 1% 'Appr Saturated Fat g Trans Fat  0.1 4.6 Cholesterol mg 16 0.1% Sodium me Recommended Dietary Ailowance requirement for average adult per day Composite Chocolate Ingredients: Sugar, Cocoa Butter (24 ) Cocoa Solids (18%*), Raisins (7.5%), Cashew Nuts (4%). Apricot Kernels (4%), Milk Solids, Emulsifiers (442, 476), Nature identical Flavoring Substance. Allergen information: Contains Milk, Cashew, Apricot Kernals, Sulphites. May Contain other Tree Nuts, Soy 50% dark refers to 50% Cocoa Solids in the chocolate mass Storage ConditIOns: STORE IN A COOL HYGIENIC AND DRY PLACE DO NOT STORE ABOVE TEMPERATURE OF 25°C Temperature and humidity changes may cause product to develop a whitish layer, without affecting its fitness for consumption. Trademarks of Mondelez International group used under license 'PRODUCT QUALITY' If you are not satisfied with the product quality, retain the package & call 1800 227080/email at suggestions@mdIzindia.com/ write to Mumbai address on pack. Tost Mt. By. Hondelez ndia Foods Private Limited, Lic.No. 10014022002711 Unit No. 2001, 20th Floor, Tower - 3 (Wing C). One International Center, Parel, Mumbai-400 013.    Jynd PackedBy Makson Pharaceti  Lic.No. 10012021000048  Lmtd oo Divon Ro H. Surendranagar, Gujarat - 363 020. Lic. No. 10019022010548 Faced At M Amea Plasic G. No. 28/ 00 Mateial Mfd by TCPLckaging LtdRegn. No. PR-05-00-12-AAACT140-22 20195276 Net Wt.: 75 g Code.: 7622202""325908 J60704 A1 Pkd.. 04/07/26 SCAN QR CODE TO 30/03/27 UNLOCK THE WORLD  135  1.8/g OF CHOCOLATE Use. By. RECIPES, FUN MRP Rs. FACTS & MORE! (Incl. of all taxes)",0.9261
5_gray.jpg,gray,"PRESS TO OPEN Cabtbury  Bournville Cadbury Bournville - a treat for your senses NUTRITION INFORMATION SUPPORTS COCOA LIFE HELPS SUSTAIMABLY Servig size:20 g; No. of servings per package: 3.5 % RDA SOURCED Per 100 g COCOA FARMERS GET THE MOST per serve 533 5% Approximate Values FROM THEIR COCOA TREES Energy kcal 6.4 Protein g THROUGH ENVIRONMENTALLY 56.8 Carbohydrate g 44.2 15% FRIENDLY FARMING Total Sugars g 37.2 Added Sugars g 32.8 10% Total Fat g 18% WWW.COCOALIFE.ORG S 19.9 Saturated Fat g 0.1 1% Trans Fat  4.6 Cholesterol mg 16 0.1% Sodium ms Recommended Dietary Ailowance requirement for average adult per day Composite Chocolate Ingredients: Sugar, Cocoa Butter (24%*), Cocoa Solids (18%*), Raisins (7.5%), Cashew Nuts (4% ). Apricot Kernels (4% ), Milk Solids, Emulsifiers (442, 476), Nature identical Flavoring Substance Allergen information: Contains Milk, Cashew, Apricot Kernals, Sulphites. May Contain other Tree Nuts, Soy *50% dark refers to 50% Cocoa Solids in the chocolate mass Storage Conditions: STORE IN A COOL, HYGIENIC AND DRY PLACE DO NOT STORE ABOVE TEMPERATURE OF 25°C Temperature and humidity changes may cause product to develop a whitish layer, without affecting its fitness for consumption Trademarks of Mondelez International group used under license 'PRODUCT QUALITY' If you are not satisfied with the product quality, retain the package & call 180022 7080/email at suggestions@mdizindia.com/ write to Mumbai address on pack. fssat Mkt. By. Mondelez India Foods Private Limited, Lic.No. 10014022002711 Unit No. 2001, 20th Floor. Tower - 3 (Wing C),  nternational Center, Parel umbai-400 013. Foand pacing nit addres, read the fst charactr of the code and e blow Lic.No. 10012021000048 J- Mid. By and Packed By: Makson Pharmaceuticals (l) at Lnited Food Divison , Rot Highway, Surendranagar, Gujarat - 363 020. Lic. No. 10019022010548 FPaced A. M/s Ameya Plastic G. No. 258/1. Kharabwadi (Pawar Basti) Taluka: Khed Distric: une410501.  TCP L-5-000AAAC 75g 20156226 Net Wt.: Code.: 7622202""325908> J60704 A1 Pkd.: 04/07/26 SCAN QR CODE TO 30/03/27 UNLOCK THE WORLD 135 OF CHOCOLATE 7 1.8/g Use. By: RECIPES, FUN MRP Rs. FACTS & MORE! (Incl. of all taxes)",0.9499
5_original.jpg,original,"PRESS TO OPEN Cabbury  Bourville Cadbury Bournville - a treat for your senses NUTRITION INFORMATION SUPPORTS COCOA LIFE @ HELPS SUSTAIMABLY Serving size:20 g; No. of servings per package: 3.5 % RDA SOURCED Per 100 g COCOA FARMERS GET THE MOST per serve 533 5% 'Approximate Values FROM THEIR COCOA TREESQ Energy kcal 6.4 Protein g THROUGH ENVIRONMENTALLY 56.8 Carbohydrate g 44.2 FRIENDLY FARMING Total Sugars g 37.2 15% Added Sugars g 32.8 10% Total Fat g 18% WWW.COCOALIFE.ORG 19.9 Saturated Fat g 0.1 1% Trans Fat g 4.6 Cholesterol mg 16 0.1% Sodium mg Recommended Dietary Ailowance requirement for average adult per day Composite Chocolate Ingredients: Sugar, Cocoa Butter (24%*), Cocoa Solids (18%*), Raisins (7.5%), Cashew Nuts (4%). Apricot Kernels (4% ), Milk Solids, Emulsifiers (442, 476), Nature identical Flavoring Substance Allergen information: Contains Milk, Cashew, Apricot Kernals, Sulphites. May Contain other Tree Nuts, Soy *50% dark refers to 50% Cocoa Solids in the chocolate mass Storage Conditions: STORE IN A COOL HYGIENIC AND DRY PLACE DO NOT STORE ABOVE TEMPERATURE OF 25°C Temperature and humidity changes may cause product to develop a whitish layer, without affecting its fitness for consumption Traderarks of Mondelez International group used under license 'PRODUCT QUALITY' If you are not satisfied with the product quality, retain the package & call 1800 22 7080/email at suggestions@mdIzindia.com write to Mumbai address on pack. fssat Mkt. By Mondelez India Foods Private Limited, Lic.No. 10014022002711 Unit No. 2001, 20th Floor. Tower - 3 (Wing C), One International Center, Parel, Mumbai - 400 013. For mfg, and packing unit address, read the first character of the code and see below J-Mid. By and Packed By: Makson Pharmaceuticals () Lic.No. 10012021000048 Pate Lnited Food Divison 5, Rajot Highway. Surendranagar, Gujarat - 363 020. Lic. No. 10019022010548 FPacked At. M/s Ameya Plastics, G. No. 258/1 Kharabwad (Pawar Basti) Taluka: Khed, District: Pune410501.  CPLc LR-5-000AAAC 20152222 Net Wt.: 75g Code.: 622202""325908> J60704 A1 Pkd.: 04/07/26 SCAN QR CODE TO 30/03/27 UNLOCK THE WORLD 135 OF CHOCOLATE 7 1.8/g Use. By: RECIPES, FUN MRP Rs. FACTS & MORE! (Incl. of all taxes)",0.9574
5_threshold.jpg,threshold,"PRESS FOPEN   Bournville Bournvlig O treat for your senses SUPPORTS COCOA LIFE HELPS SUSTAMABLT RDA SOUNCED 10 COCOA FARMERS SET THE MOST FROM THEIA COCOA TREES Of THAOUGH EXTIRONMENTALY Protein Carbohydrate FRIENDLY FARMING Total Sugars g Added Sugars g Total Fat  Soturated Fat g Treans Fat  Cholesterol m Sodkum the Recomended Dletary Allowance requirement for average adut per day Composite Chocolatcy Cashew Nuts (4xApricot KamkEmulsifiers47 Nature Identical Flavoring Sutrtanc O %dark rs to % Coco Shocoate as May Contaln other Tree Nuts, Soy Storage Conditions: STORE IN A COOL HME DO NOT STORE ABOVE TEMPERAIL Temperature and humidity changet ayaur develop whitish layer, without ait ness for consumption Traderpajks of Mondelez Internaborat grou used under license  ALTY product qualityretain the package &call 1800-227080/emaiatsgestons@mdizidia.com/ write to Mumbaraddress on pack. Ssaf aFo  e LrND10014022002711 Unit No. 2001, 20th Floor, Tower: 3 (Wing C). One intemational Center, Parel, Mumbai : 400 013 g   Lic.No.100120210000048 Mid By and Packed By. Makson Pharmaciuticals Private Limjted (Food Division), Rajkot Highway Lic. No. 10019022016548 Surendranagar, Guarar: 363 020. Packed At M/s Ameya Plastic, G No. 258/ Kharabwed awar Bash) Taluka: Khed District Pune 410 501   TCPLN R-0500-AA1 28195275 NetWt: 759 Code 7622202""325908""> ,' J60704/A1 Pkd 04/07/26 SCAN QR CODE TO 300327 UNLOCK THE WORLD P11351 ORCHOCOLATE Bma Use By RECIPES FUN FCTSO MORER (nclotaltaxes)",0.8225
